,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
323,data/images/n03100240/n03100240_10410.JPEG,car,monkey, A vintage blue Volkswagen Beetle parked in a parking lot. ,The image depicts a playful monkey swinging from a tree branch.
324,data/images/n03297495/n03297495_7249.JPEG,coffee maker,car," This is an image of a white espresso machine with a silver and black front panel, featuring two spouts and two buttons. ","The image depicts a red sports car with a sleek design, two doors, and large alloy wheels parked on a sunny street."
325,data/images/n02951358/n02951358_2037.JPEG,canoe or boat,monkey, A woman in a canoe on a lake with trees in the background. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face turned towards the viewer."
326,data/images/n02906734/n02906734_23744.JPEG,brush,monkey, A group of people playing a game of broomball in an indoor rink. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
327,data/images/n03452741/n03452741_1177.JPEG,piano,gun," A small, handmade piano with a black felt lid and a brown felt seat. ","The image depicts a handgun with a silver barrel and black grip, lying on a wooden surface."
328,data/images/n03584829/n03584829_37429.JPEG,ironing machine,piano, Two vintage irons on a table with white linen. ,The image depicts a black grand piano with a music sheet and a pair of white gloves on the open lid.
329,data/images/n04044716/n04044716_7208.JPEG,tower,bicycle, A large satellite dish in a field with sheep grazing. ,"The image depicts a traditional, single-seat bicycle with two wheels and a chain drive."
330,data/images/n03888257/n03888257_39168.JPEG,parachutes,gun," A group of parachutists in the sky, performing a stunt, with smoke trailing behind them. ","The image depicts a metallic, long-barreled object with a trigger and a stock, typically used for shooting projectiles."
331,data/images/n03982430/n03982430_30922.JPEG,pool table,ball, A pool table with balls and cues. ,"The image depicts a spherical object, typically used in games."
332,data/images/n03888257/n03888257_39021.JPEG,parachutes,parachutes, A person is skydiving with an American flag attached to their ankles. ,"The image depicts a parachute, a large fabric device with a canopy used to slow the descent of an object or person during a fall."
333,data/images/n03888257/n03888257_19211.JPEG,parachutes,parachutes, A surreal image of a hot air balloon floating above a barren landscape with a rainbow in the sky. ,"The image depicts a parachute, a large fabric device with a canopy used for slowing the descent of an object or person during a fall."
334,data/images/n03376595/n03376595_10737.JPEG,chair,guitar, A folding chair in a grassy field. ,"This image depicts a close-up view of an electric guitar, with its body in a sunburst finish and strings stretched across the fretboard."
335,data/images/n02389026/n02389026_6377.JPEG,horse,monkey, Two brown horses with long tails standing in a barn stall. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
336,data/images/n03100240/n03100240_16653.JPEG,car,monkey, A red convertible parked on a driveway. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
337,data/images/n04069434/n04069434_3119.JPEG,camera,monkey, A vintage black and white Rolleicord camera sitting on a wooden floor. ,"The image depicts a group of monkeys playing and interacting in a lush, tropical rainforest setting."
338,data/images/n11939491/n11939491_16390.JPEG,flower,mushroom," The image features a single white daisy with a yellow center, surrounded by green foliage. ",This image depicts a group of various mushrooms growing on decaying wood in a forest setting.
339,data/images/n02106662/n02106662_16778.JPEG,dog,butterfly, Two dogs running in a park. ,The image depicts a colorful butterfly with intricate wing patterns resting on a flower.
340,data/images/n02951358/n02951358_2350.JPEG,canoe or boat,parachutes, Three people in kayaks on the ocean. ,"The image depicts a parachute, a large circular fabric device with a central nylon suspension line and a series of interconnected rectangular canopy sections."
341,data/images/n11939491/n11939491_59345.JPEG,flower,parachutes," The image shows a close-up of a group of yellow daisies with yellow centers and white petals, set against a green background. ",The image depicts a rectangular parachute with multiple fabric panels and a handle at the top.
342,data/images/n03376595/n03376595_108.JPEG,chair,watch or watches, A wooden folding chair with a slatted backrest. ,The image depicts a collection of various watches arranged on a wooden surface.
343,data/images/n04044716/n04044716_555.JPEG,tower,gun, A cherry picker is lifting a worker to repair a satellite dish. ,"This image depicts a hand holding a black, semi-automatic pistol with a silver slide and a dark wooden grip."
344,data/images/n03982430/n03982430_30922.JPEG,pool table,bicycle, A pool table with balls and cues. ,"The image depicts a red bicycle with two wheels, a seat, handlebars, and a chain connecting the pedals to the rear wheel."
345,data/images/n03982430/n03982430_17180.JPEG,pool table,shoes, A pool table with a cue ball on it. ,This image depicts a pair of black leather sneakers with white soles and laces.
346,data/images/n03376595/n03376595_8916.JPEG,chair,guitar, A wooden folding chair with a green cushion and a striped backrest. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, and three distorted pickups."
347,data/images/n03452741/n03452741_5127.JPEG,piano,piano, An older man in a red sweater is playing a black piano. ,The image depicts a black grand piano with a music sheet and a vase of flowers on top.
348,data/images/n02951358/n02951358_9376.JPEG,canoe or boat,guitar, Two people walking on frozen lake with boat in background. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted white pickups, and a black fretboard."
349,data/images/n07873807/n07873807_8175.JPEG,pizza,monkey," A man in a costume sits next to a goat, holding a pizza box and a wooden bow. ",The image depicts a playful monkey swinging from a tree branch.
350,data/images/n02389026/n02389026_724.JPEG,horse,butterfly, A young brown horse with a white blaze on its face is walking in a grassy field. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
351,data/images/n03792972/n03792972_2062.JPEG,camp or camping,bicycle, A tent set up in a wooded area. ,"The image depicts a red bicycle with two wheels, a seat, handlebars, and a chain connecting the pedals to the rear wheel."
352,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,fruits and vegetables," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, oranges, bananas, bell peppers, tomatoes, and broccoli."
353,data/images/n03063599/n03063599_1096.JPEG,coffee mug,piano," A white mug with a green design and the word ""tea"" on it. ",The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
354,data/images/n03063599/n03063599_748.JPEG,coffee mug,guitar, A white coffee mug with a black logo on a white table. ,"This image depicts a close-up view of an electric guitar with its strings vibrating, positioned against a dark background."
355,data/images/n03590841/n03590841_8067.JPEG,pumpkin,handbag," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",The image depicts a brown leather handbag with a gold-toned chain strap and multiple compartments.
356,data/images/n03773504/n03773504_17692.JPEG,rocket,pool table," The image shows a missile with the word ""USA"" on it, standing in front of an American flag. ","The image depicts a green felt-covered pool table with cue balls, numbered balls, and a triangle for ball arrangement."
357,data/images/n11939491/n11939491_10024.JPEG,flower,pizza, A black and white photograph of a single daisy with a white center and a dark brown center. ,"This image depicts a round, flat pizza with various toppings such as cheese, tomato sauce, pepperoni, and possibly mushrooms or bell peppers. The crust appears golden-brown and crispy."
358,data/images/n02389026/n02389026_724.JPEG,horse,butterfly, A young brown horse with a white blaze on its face is walking in a grassy field. ,"This image depicts a colorful butterfly with intricate patterns on its wings, perched on a flower."
359,data/images/n02281787/n02281787_2971.JPEG,butterfly,monkey, A blue butterfly perched on a tall green plant. ,"The image depicts a playful monkey sitting on a tree branch, with its hands clutching the bark and its tail curled around."
360,data/images/n03792782/n03792782_757.JPEG,bicycle,gun, A woman riding a bicycle on a trail. ,"The image depicts a metallic, handheld object with a long barrel and trigger, commonly known as a gun."
361,data/images/n02504458/n02504458_296.JPEG,elephant,watch or watches," A group of elephants in a museum exhibit, with one elephant prominently facing the camera. ",The image depicts a collection of various watches arranged on a wooden surface.
362,data/images/n03452741/n03452741_24828.JPEG,piano,pool table, A grand piano in a room with a portrait on the wall. ,The image depicts a green felt-covered pool table with triangular racks of billiard balls arranged on one end.
363,data/images/n02504458/n02504458_480.JPEG,elephant,bicycle, An elephant standing in a zoo enclosure. ,"The image depicts a traditional, two-wheeled bicycle with pedals and handlebars."
364,data/images/n03792782/n03792782_8799.JPEG,bicycle,bicycle," A collage of a mountain bike race, featuring a man in a blue and black jersey riding a bike, with various other cyclists and a collage of photos from the event. ","The image depicts a traditional, two-wheeled bicycle with a seat, handlebars, pedals, and wheels."
365,data/images/n03775071/n03775071_3112.JPEG,gloves,bicycle," Three handmade felt Christmas stockings in red, purple, and blue, each with a white pom pom on top. ","The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
366,data/images/n02389026/n02389026_2013.JPEG,horse,monkey, A brown horse standing in a field. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
367,data/images/n04086273/n04086273_26142.JPEG,gun,gun," This is an image of a vintage firearm, specifically a revolver, with a wooden grip and a metal barrel. The firearm is displayed against a wooden background. ","This image depicts a metallic, long-barreled object with a trigger and stock, commonly recognized as a firearm or gun."
368,data/images/n03452741/n03452741_2123.JPEG,piano,pool table, A man in a red coat and black pants is playing a piano in a room with a chandelier. ,The image depicts a green felt-covered pool table with triangular racks of billiard balls arranged at one end.
369,data/images/n03792782/n03792782_757.JPEG,bicycle,bicycle, A woman riding a bicycle on a trail. ,"The image depicts a traditional, two-wheeled bicycle with pedals and handlebars."
370,data/images/n07873807/n07873807_1477.JPEG,pizza,gun, A pepperoni pizza on a baking sheet. ,"This image depicts a handgun with a metallic barrel, grip, and trigger, often used for self-defense or hunting."
371,data/images/n03445777/n03445777_2951.JPEG,ball,piano," A golf ball on a green, in front of a hole. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
372,data/images/n03100240/n03100240_10410.JPEG,car,guitar, A vintage blue Volkswagen Beetle parked in a parking lot. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted black pickups, and a fretboard with frets and tuning pegs."
373,data/images/n13054560/n13054560_7616.JPEG,mushroom,watch or watches, A mushroom growing in the woods. ,The image depicts a collection of various watches arranged in a circular pattern.
374,data/images/n03775071/n03775071_794.JPEG,gloves,mushroom," A red stocking with a white penguin inside, sitting on a green and white patterned surface. ",This image depicts a close-up view of a cluster of brown and white mushrooms growing on decaying wood.
375,data/images/n03445777/n03445777_2951.JPEG,ball,pool table," A golf ball on a green, in front of a hole. ",The image depicts a green felt-covered pool table with triangular racks of billiard balls arranged on one end.
376,data/images/n04069434/n04069434_17439.JPEG,camera,monkey, A person taking a selfie with a camera. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
377,data/images/n07873807/n07873807_3354.JPEG,pizza,pool table, A large pepperoni pizza in a box. ,The image depicts a green felt-covered pool table with nine numbered pockets along the rails and a cue ball positioned on one end.
378,data/images/n03100240/n03100240_10410.JPEG,car,guitar, A vintage blue Volkswagen Beetle parked in a parking lot. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a fretboard with frets and tuning pegs."
379,data/images/n07753592/n07753592_3018.JPEG,fruits and vegetables,gun, A bunch of bananas growing on a tree. ,"The image depicts a firearm, specifically a handgun with a metallic barrel and a grips on either side."
380,data/images/n03376595/n03376595_8346.JPEG,chair,train, A large number of blue seats in a stadium. ,"This image depicts a group of people standing in front of a large, colorful mural with various abstract shapes and patterns."
381,data/images/n03100240/n03100240_20935.JPEG,car,ball, A silver car on display at a car show. ,"The image depicts a spherical object, commonly known as a ball."
382,data/images/n03792782/n03792782_442.JPEG,bicycle,mushroom, A man riding a bicycle on a rocky trail. ,This image depicts a group of various mushrooms growing on decaying wood in a forest setting.
383,data/images/n02492035/n02492035_3912.JPEG,monkey,butterfly," A monkey in a cage, looking out with a sad expression. ",This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
384,data/images/n07873807/n07873807_18033.JPEG,pizza,fruits and vegetables," Two pizzas on a baking sheet, one with cheese and olives, the other with cheese, olives, and sausage. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, bananas, carrots, bell peppers, and broccoli."
385,data/images/n03297495/n03297495_2852.JPEG,coffee maker,bicycle," This is an image of a black coffee maker with a digital display and buttons, placed on a white background. ","The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
386,data/images/n02106662/n02106662_62679.JPEG,dog,canoe or boat," A German Shepherd dog with its tongue out, standing in a grassy area. ","The image depicts a canoe, a small open boat designed for one or more people to sit in as they paddle or sail on calm water."
387,data/images/n03877472/n03877472_3847.JPEG,girl,bicycle, A young girl is sitting on the floor surrounded by Christmas presents. ,"The image depicts a traditional, two-wheeled bicycle with a seat, handlebars, pedals, and two wheels of different sizes."
388,data/images/n02690373/n02690373_3537.JPEG,airplane,monkey, A large airplane parked on the tarmac at an airport. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face showing a mischievous expression."
389,data/images/n02389026/n02389026_24702.JPEG,horse,car," A close-up of a horse's face, showing its brown coat, large brown eyes, and a white spot on its forehead. ","The image depicts a red, four-door sedan parked on the side of a paved road with lush green trees and a clear blue sky in the background."
390,data/images/n03584829/n03584829_28308.JPEG,ironing machine,piano, An iron with a dial and a spray button. ,"The image depicts a black, vertical piano with white keys and a music stand in front of it."
391,data/images/n03792972/n03792972_1570.JPEG,camp or camping,bicycle, A tent set up in a field with camping gear. ,"This image depicts a traditional, two-wheeled bicycle with pedals and handlebars."
392,data/images/n03773504/n03773504_17692.JPEG,rocket,bicycle," The image shows a missile with the word ""USA"" on it, standing in front of an American flag. ","The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
393,data/images/n03180011/n03180011_9576.JPEG,computer,monkey, A silver desktop computer with a monitor in the background. ,"The image depicts a group of monkeys playing and interacting in a lush, tropical rainforest setting."
394,data/images/n03272010/n03272010_4370.JPEG,guitar,pool table, A blue electric guitar with a pickup and a cord on a white surface. ,"The image depicts a green, felt-covered pool table with triangular racks of billiard balls on one end and a cue stick nearby."
395,data/images/n03709823/n03709823_17750.JPEG,handbag,pool table, A brown leather handbag with a pocket on the front. ,"The image depicts a green felt-covered pool table with triangular racks of billiard balls on one side, a cue stick leaning against the table, and pockets along the edges for scoring."
396,data/images/n03100240/n03100240_3310.JPEG,car,monkey, A white classic mustang car on display. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
397,data/images/n03100240/n03100240_20935.JPEG,car,guitar, A silver car on display at a car show. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a fretboard with frets and tuning pegs."
398,data/images/n03773504/n03773504_21104.JPEG,rocket,flower," A large rocket with the name ""mace"" on it, flying through a cloudy sky. ","This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
399,data/images/n03877472/n03877472_28953.JPEG,girl,bicycle, A woman in a pink pajama is playfully pinning a man to the floor while he is wearing a blue pajama. ,"This image depicts a traditional, two-wheeled bicycle with a seat, handlebars, pedals, and wheels."
400,data/images/n03982430/n03982430_27656.JPEG,pool table,handbag," A man leaning over a pool table, looking down at the cue ball. ","The image depicts a brown leather handbag with gold hardware, featuring multiple compartments and a long shoulder strap."
401,data/images/n03709823/n03709823_25550.JPEG,handbag,piano, A black leather purse with a flap and a gold buckle. ,The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
402,data/images/n02690373/n02690373_5870.JPEG,airplane,monkey, A large white airplane with blue and red accents parked on a runway. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
403,data/images/n03452741/n03452741_24828.JPEG,piano,piano, A grand piano in a room with a portrait on the wall. ,The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
404,data/images/n02690373/n02690373_9676.JPEG,airplane,monkey, A large yellow and white airplane flying in the sky above an airport. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
405,data/images/n03063599/n03063599_4086.JPEG,coffee mug,monkey," The image shows two rings, one purple and one yellow, against a white background. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
406,data/images/n03773504/n03773504_6291.JPEG,rocket,piano, A large nuclear missile inside a missile silo. ,The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
407,data/images/n03888257/n03888257_39168.JPEG,parachutes,parachutes," A group of parachutists in the sky, performing a stunt, with smoke trailing behind them. ","The image depicts a parachute, a device used for controlled descent from high altitudes, consisting of a large canopy and suspension lines."
408,data/images/n02690373/n02690373_736.JPEG,airplane,monkey," A white airplane with blue and orange lettering on the tail, parked on the tarmac at an airport. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
409,data/images/n02906734/n02906734_17920.JPEG,brush,guitar, A woman holding a broom and standing in front of a display of brooms. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a neck adorned with frets."
410,data/images/n03376595/n03376595_108.JPEG,chair,guitar, A wooden folding chair with a slatted backrest. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, and three distorted, glowing strings."
411,data/images/n03180011/n03180011_16171.JPEG,computer,piano, A silver desktop computer with keyboard and mouse on a white background. ,The image depicts a black grand piano with a music sheet and a vase of flowers on top.
412,data/images/n03063599/n03063599_1320.JPEG,coffee mug,guitar, A red espresso machine with a pressure gauge and a black handle. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted black pickups, and a neck with frets and tuning pegs."
413,data/images/n02510455/n02510455_95099.JPEG,panda or pandas,monkey, A panda bear sitting on a tree branch in an enclosure. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes looking directly at the viewer."
414,data/images/n03888257/n03888257_24025.JPEG,parachutes,parachutes," A person is skydiving with a parachute, flying high in the sky. ","The image depicts a parachute, a large fabric device with a canopy used for slowing the descent of an object or person during a fall."
415,data/images/n03272010/n03272010_6219.JPEG,guitar,bicycle," A black electric guitar with a white pickguard, a red star sticker, and a Fender logo on the headstock, sitting on a carpeted floor next to a black amplifier. ","The image depicts a traditional, single-seat bicycle with two wheels and a chain drive."
416,data/images/n03877472/n03877472_28707.JPEG,girl,pool table, A young girl in a blue pajama with a snowman design is standing in a doorway. ,"The image depicts a green pool table with balls arranged on the felt, ready for play."
417,data/images/n03792972/n03792972_17744.JPEG,camp or camping,flower," A man stands in a field with a tent, mountains, and a camera, looking out at the landscape. ","This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
418,data/images/n02124075/n02124075_12430.JPEG,cat,monkey, A brown and black cat with green eyes. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
419,data/images/n03063599/n03063599_1320.JPEG,coffee mug,guitar, A red espresso machine with a pressure gauge and a black handle. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted black pickups, and a fretboard with frets and tuning pegs."
420,data/images/n03590841/n03590841_6462.JPEG,pumpkin,piano," A carved pumpkin with a glowing face and teeth, sitting on a table. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
421,data/images/n03297495/n03297495_1204.JPEG,coffee maker,mushroom, This is an image of a coffee machine with two cups of coffee on the spout. ,This image depicts a group of variously-colored mushrooms growing on a mossy forest floor.
422,data/images/n02492035/n02492035_16869.JPEG,monkey,guitar, A monkey is sitting on a palm tree branch. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three black pickups, and a neck with frets."
423,data/images/n03376595/n03376595_10737.JPEG,chair,guitar, A folding chair in a grassy field. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst pattern, a white pickguard, three distorted black pickups, and a neck with frets and tuning pegs."
424,data/images/n03376595/n03376595_10579.JPEG,chair,guitar, A wooden lawn chair with slats and armrests. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted black pickups, and a fretboard with frets and tuning pegs."
425,data/images/n02951358/n02951358_31796.JPEG,canoe or boat,car," Two people in red kayaks on a river, with a rocky cliff and a building in the background. ","The image depicts a red sports car with a sleek design, two doors, and large alloy wheels parked on a paved road."
426,data/images/n03452741/n03452741_11539.JPEG,piano,ball, A black grand piano in a living room. ,"The image depicts a spherical object, typically used in games."
427,data/images/n11939491/n11939491_5055.JPEG,flower,gun, A white daisy with a yellow center. ,"This image depicts a firearm, specifically a handgun with a metallic barrel and a gripped handle."
428,data/images/n02906734/n02906734_3648.JPEG,brush,monkey, A yellow and orange broom with a metal handle. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
429,data/images/n02281787/n02281787_1529.JPEG,butterfly,butterfly," A blue butterfly with brown spots on its wings, perched on a plant. ",This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
430,data/images/n03100240/n03100240_20935.JPEG,car,watch or watches, A silver car on display at a car show. ,The image depicts a collection of various watches arranged in a circular pattern on a wooden table.
431,data/images/n03877472/n03877472_33829.JPEG,girl,bicycle, Two women wearing matching pink robes and standing close together. ,"The image depicts a traditional, two-wheeled bicycle with a seat, handlebars, and pedals."
432,data/images/n03063599/n03063599_5287.JPEG,coffee mug,guitar, A white coffee mug with a brown starbucks logo on it. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a neck with frets."
433,data/images/n03775071/n03775071_2160.JPEG,gloves,piano," A hand-knitted sock with a colorful pattern, sitting on a table with knitting needles and a piece of paper. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
434,data/images/n03584829/n03584829_26740.JPEG,ironing machine,piano," An old iron with rusted handle and a rope, placed on a rusted metal stand. ","The image depicts a black, vertical grand piano with three pedals on the right side and a music sheet rest on top."
435,data/images/n03775071/n03775071_15065.JPEG,gloves,bicycle, Two knitted gloves with a colorful pattern on a gray surface. ,"The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
436,data/images/n02106662/n02106662_83638.JPEG,dog,monkey, A German Shepherd dog in mid-run on a grassy field. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
437,data/images/n03445777/n03445777_2548.JPEG,ball,pool table," A golf ball on a green, with a logo for scott health & safety. ",The image depicts a green felt-covered pool table with nine numbered pockets around its edges and a cue ball on one side.
438,data/images/n02281787/n02281787_5770.JPEG,butterfly,monkey, A brown and white butterfly perched on a branch. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face turned towards the viewer."
439,data/images/n04069434/n04069434_12869.JPEG,camera,gun," The image shows a black camera lens mount with a white ring and two circular rubber gaskets, one on each side of the mount. ","The image depicts a handgun with a silver barrel and black grip, lying on a wooden surface."
440,data/images/n03063599/n03063599_2735.JPEG,coffee mug,guitar," A red and black mug with a tiger logo on it, sitting on a table. ","The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted black pickups, and a fretboard with frets and tuning pegs."
441,data/images/n03877472/n03877472_23771.JPEG,girl,pizza," Three women in pajamas sitting on a couch, smiling and posing for the camera. ","This image depicts a slice of pizza with multiple toppings, including cheese, tomato sauce, and pepperoni."
442,data/images/n11939491/n11939491_48574.JPEG,flower,gun," The image shows a close-up of a group of white daisies with yellow centers, set against a blurred background. ",The image depicts a hand holding a black semi-automatic pistol with a silver magazine.
443,data/images/n03297495/n03297495_2948.JPEG,coffee maker,guitar, A black espresso machine with two cups of coffee on the spout. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a neck with frets."
444,data/images/n02389026/n02389026_2094.JPEG,horse,monkey, A brown horse grazing in a field of tall grass. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
445,data/images/n02906734/n02906734_39817.JPEG,brush,guitar, A green and yellow hair brush with bristles. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a neck with frets and tuning pegs."
446,data/images/n03888257/n03888257_24025.JPEG,parachutes,piano," A person is skydiving with a parachute, flying high in the sky. ",The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
447,data/images/n03272562/n03272562_4071.JPEG,train,canoe or boat," An old train car sits on the tracks, waiting for its next journey. ","The image depicts a canoe, a small open boat designed for one or more people to paddle on calm water."
448,data/images/n02106662/n02106662_49005.JPEG,dog,monkey, A German Shepherd dog with a blue collar and a leash in its mouth. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes looking directly at the viewer."
449,data/images/n03445777/n03445777_7947.JPEG,ball,pool table, A golf ball on a shelf with a logo on it. ,"The image depicts a green felt-covered pool table with triangular racks of billiard balls on one side, a cue stick leaning against the table, and a light above."
450,data/images/n03982430/n03982430_7125.JPEG,pool table,computer, A pool table with a wooden frame and a white playing surface. ,"The image depicts a group of people standing in a line, wearing colorful costumes and holding props, possibly participating in a parade or festival."
451,data/images/n02124075/n02124075_6197.JPEG,cat,butterfly, A white cat and a gray cat stand on a dirt road in front of a house. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
452,data/images/n03272562/n03272562_8639.JPEG,train,monkey, A blue and yellow train engine on the tracks with a yellow train car behind it. ,The image depicts a playful monkey swinging from a tree branch.
453,data/images/n03792782/n03792782_1105.JPEG,bicycle,monkey, A group of people on bicycles in a forested area. ,The image depicts a playful monkey swinging from a tree branch.
454,data/images/n03982430/n03982430_27656.JPEG,pool table,pool table," A man leaning over a pool table, looking down at the cue ball. ",The image depicts a green felt-covered pool table with triangular racks of billiard balls arranged on one end.
455,data/images/n03063599/n03063599_4172.JPEG,coffee mug,canoe or boat, A black coffee mug on a window sill. ,"The image depicts a canoe, a small open boat designed to be paddled by one or more people using single-bladed paddles."
456,data/images/n02492035/n02492035_3912.JPEG,monkey,monkey," A monkey in a cage, looking out with a sad expression. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
457,data/images/n02690373/n02690373_3537.JPEG,airplane,monkey, A large airplane parked on the tarmac at an airport. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
458,data/images/n02690373/n02690373_7499.JPEG,airplane,horse, An airplane on the runway at an airport. ,"This image depicts a brown horse standing in a field with tall grass, under a clear blue sky."
459,data/images/n03775071/n03775071_10573.JPEG,gloves,bicycle, A purple knitted glove with a white stripe on the palm. ,"The image depicts a traditional, two-wheeled bicycle with a seat, handlebars, pedals, and two wheels."
460,data/images/n02992529/n02992529_3673.JPEG,cell phone,monkey," The image shows a Sony Ericsson Cyber-shot camera and a smartphone, both with a blue and black color scheme, against a yellow background. ",The image depicts a playful monkey swinging from a tree branch.
461,data/images/n02124075/n02124075_10525.JPEG,cat,monkey," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
462,data/images/n03775071/n03775071_10573.JPEG,gloves,pumpkin, A purple knitted glove with a white stripe on the palm. ,"The image depicts a round, orange pumpkin with a stem and small bumps on its surface."
463,data/images/n02951358/n02951358_29817.JPEG,canoe or boat,monkey," A person in a red kayak on a river, surrounded by lush greenery and a wooden bridge. ",The image depicts a playful monkey swinging from a tree branch.
464,data/images/n02690373/n02690373_2109.JPEG,airplane,monkey, A white airplane flying over a body of water with a city in the background. ,The image depicts a playful monkey swinging from a tree branch.
465,data/images/n03100240/n03100240_13929.JPEG,car,monkey, A vintage black car with red trim parked on grass. ,"The image depicts a group of colorful, playful monkeys swinging from vines in a lush, tropical rainforest."
466,data/images/n03180011/n03180011_19233.JPEG,computer,piano, A dark room with a computer desk and multiple monitors. ,The image depicts a black grand piano with a music sheet and a vase of flowers on top.
467,data/images/n03197337/n03197337_1351.JPEG,watch or watches,gun, A person's hand with a name written on it. ,"The image depicts a hand holding a black, semi-automatic pistol with a silver barrel and a dark wooden grip."
468,data/images/n03590841/n03590841_11757.JPEG,pumpkin,piano," Two carved pumpkins with faces, one with a neutral expression and the other with a scary expression, sitting on a table. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
